epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.476683298831516,0.4601777777777778,1.1571948694229126,0.585,0.0009990133642141358
2,1.0766130101309883,0.6165555555555555,0.8649266839981079,0.6894,0.000996057350657239
3,0.9200836516910129,0.6785777777777777,0.7714997433662415,0.7254,0.0009911436253643444
4,0.8289673543082343,0.7104444444444444,0.749039739203453,0.7334,0.0009842915805643156
5,0.7741062514252133,0.7320222222222222,0.7110492830276489,0.7512,0.0009755282581475769
6,0.7130426100201077,0.7539777777777777,0.6470496660709381,0.7712,0.0009648882429441258
7,0.677198177380032,0.7665777777777778,0.5741235615491868,0.7922,0.0009524135262330099
8,0.6381035859849717,0.7812888888888889,0.5716402783274651,0.8,0.0009381533400219318
9,0.6063855116314358,0.7918666666666667,0.553755067396164,0.8102,0.0009221639627510075
10,0.5854739267137316,0.7999555555555555,0.49406776821613313,0.8248,0.0009045084971874736
11,0.556281285932329,0.8091333333333334,0.4946050163269043,0.8296,0.0008852566213878945
12,0.5321275687005784,0.8178,0.469919959628582,0.8386,0.0008644843137107056
13,0.5101030040211147,0.8251333333333334,0.5202788100719452,0.8264,0.0008422735529643443
14,0.4896322141329447,0.8346222222222223,0.535885733756423,0.8164,0.0008187119948743448
15,0.47665681275460453,0.8367333333333333,0.4758134380340576,0.8356,0.0007938926261462366
16,0.459016933494144,0.8462,0.43789360930919646,0.8422,0.0007679133974894982
17,0.439155758327908,0.8504888888888888,0.4459719300508499,0.8496,0.0007408768370508576
18,0.43228946968317034,0.8521333333333333,0.4374882763385773,0.8518,0.0007128896457825362
19,0.41849931064446766,0.8554888888888889,0.4172197921514511,0.8554,0.0006840622763423389
20,0.4044302546183268,0.8622222222222222,0.44887897789478304,0.8508,0.0006545084971874735
21,0.3917585509724087,0.8656,0.42478815906047823,0.86,0.0006243449435824271
22,0.37638386138280233,0.8714666666666666,0.43821427775621413,0.8512,0.0005936906572928622
23,0.36541170936160616,0.8744666666666666,0.41858637535870075,0.8584,0.000562666616782152
24,0.35820900462998284,0.8775333333333334,0.4073029672265053,0.865,0.0005313952597646566
25,0.3438574110560947,0.8815555555555555,0.42174719526544213,0.8574,0.0004999999999999998
26,0.3369765461779303,0.886,0.41714882258176805,0.8608,0.00046860474023534314
27,0.3268376155747308,0.8871777777777777,0.37707920087575914,0.8736,0.00043733338321784774
28,0.31665425466961333,0.8908222222222222,0.3717951242208481,0.8752,0.00040630934270713756
29,0.30528927550845675,0.8960888888888889,0.3644537798732519,0.8732,0.00037565505641757246
30,0.2934149622109201,0.8989777777777778,0.3874457145422697,0.8706,0.00034549150281252633
31,0.28630427933798897,0.9017333333333334,0.37502334614992144,0.8748,0.00031593772365766105
32,0.27665057090388406,0.9041333333333333,0.3671480840444565,0.876,0.00028711035421746355
33,0.2725594137933519,0.9061333333333333,0.36270005707591774,0.876,0.0002591231629491422
34,0.2599917238632838,0.9098444444444445,0.36868223742246625,0.8804,0.00023208660251050145
35,0.2557401385731167,0.9121555555555556,0.36178242376446723,0.877,0.00020610737385376337
36,0.25524697678883873,0.9126888888888889,0.35628508170545103,0.8788,0.00018128800512565502
37,0.2447001302295261,0.9163777777777777,0.35298890612125394,0.8832,0.00015772644703565555
38,0.23372000381681654,0.9186888888888889,0.3616261149406433,0.8824,0.00013551568628929425
39,0.23195656926367017,0.9212888888888889,0.36379853747189045,0.8794,0.00011474337861210535
40,0.228174419954088,0.9212,0.3541472142189741,0.8824,9.549150281252626e-05
41,0.22406374187866845,0.9213333333333333,0.36211740630865097,0.8816,7.783603724899252e-05
42,0.22061758784254393,0.9243555555555556,0.36117935115098954,0.8854,6.184665997806817e-05
43,0.21613607108460534,0.9242,0.3579355689764023,0.8832,4.7586473766990294e-05
44,0.2119054915620221,0.9249777777777778,0.35521636475920676,0.8842,3.5111757055874305e-05
45,0.20860742139816285,0.9288444444444445,0.3566591814279556,0.883,2.4471741852423218e-05
46,0.20482356079419453,0.9286,0.3521234805494547,0.8858,1.5708419435684507e-05
47,0.20333777543703715,0.9298222222222222,0.35598491225838663,0.8842,8.856374635655634e-06
48,0.20372380443149143,0.9296222222222222,0.35485308856666087,0.8846,3.942649342761115e-06
49,0.2030659888320499,0.9293777777777777,0.3521835945725441,0.8864,9.866357858642198e-07
50,0.19793016806443534,0.9316888888888889,0.35095243965387346,0.8866,0.0
