epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.4273252608829075,0.4772888888888889,1.0471178751945496,0.6072,0.0009990133642141358
2,1.0226299892637465,0.6360666666666667,0.8350553971767426,0.7004,0.000996057350657239
3,0.8735708769692315,0.6933333333333334,0.7442213797569275,0.7408,0.0009911436253643444
4,0.7893391741116842,0.7224444444444444,0.6915359787225723,0.756,0.0009842915805643156
5,0.7240227893034618,0.7489777777777777,0.7102883203506469,0.7528,0.0009755282581475769
6,0.6746242816077338,0.764,0.7601413553237915,0.7368,0.0009648882429441258
7,0.6399228861914741,0.7783777777777777,0.5882167519569397,0.7944,0.0009524135262330099
8,0.6018336130407121,0.7913111111111111,0.5641929336071014,0.8074,0.0009381533400219318
9,0.5738767880545722,0.8018444444444445,0.5208324098348618,0.8116,0.0009221639627510075
10,0.5508888300895691,0.8112888888888888,0.515817430639267,0.8196,0.0009045084971874736
11,0.5290703192710876,0.8169777777777778,0.5115565423965454,0.8214,0.0008852566213878945
12,0.5047767401059469,0.8268222222222222,0.45998091456890106,0.8408,0.0008644843137107056
13,0.487132859632704,0.8337555555555556,0.49822083344459533,0.8312,0.0008422735529643443
14,0.4691449359258016,0.8384444444444444,0.5015143722951412,0.8334,0.0008187119948743448
15,0.457651601789395,0.8427333333333333,0.47045876964330674,0.8402,0.0007938926261462366
16,0.44094388207329643,0.8501777777777778,0.4148105996608734,0.855,0.0007679133974894982
17,0.4270543299569024,0.8540666666666666,0.4663681139469147,0.8438,0.0007408768370508576
18,0.41349508690039316,0.8603555555555555,0.4386251171350479,0.8498,0.0007128896457825362
19,0.4035726016574436,0.8604444444444445,0.4228650859832764,0.8554,0.0006840622763423389
20,0.39065293111801147,0.8662888888888889,0.4166544383049011,0.8556,0.0006545084971874735
21,0.3810769364039103,0.8688666666666667,0.4201885896205902,0.8576,0.0006243449435824271
22,0.3712422605832418,0.8732888888888889,0.41042568616867064,0.8618,0.0005936906572928622
23,0.3528177600224813,0.8803333333333333,0.4032017727136612,0.865,0.000562666616782152
24,0.34079148126973047,0.8818888888888889,0.40372215569019315,0.8624,0.0005313952597646566
25,0.33289083368513317,0.8861333333333333,0.3862954456031322,0.871,0.0004999999999999998
26,0.324593305141396,0.8880666666666667,0.3759826214194298,0.8756,0.00046860474023534314
27,0.31107763129340277,0.8914444444444445,0.3824873846590519,0.8696,0.00043733338321784774
28,0.3048714301533169,0.8941111111111111,0.37062181980609893,0.8704,0.00040630934270713756
29,0.295448891321818,0.8984888888888889,0.3566757318377495,0.8808,0.00037565505641757246
30,0.28663597559399073,0.9013777777777778,0.3573071122407913,0.8788,0.00034549150281252633
31,0.2771739252726237,0.9048222222222222,0.35077127805948255,0.8836,0.00031593772365766105
32,0.2694783297856649,0.9086444444444445,0.34561065036058425,0.8836,0.00028711035421746355
33,0.26098486013412475,0.9095111111111112,0.35977106729149816,0.8832,0.0002591231629491422
34,0.2529755853480763,0.9136444444444445,0.34922937929332254,0.8856,0.00023208660251050145
35,0.2457433806737264,0.9145111111111112,0.3520888649076223,0.8842,0.00020610737385376337
36,0.24170921250449287,0.9158444444444445,0.34581312173306944,0.885,0.00018128800512565502
37,0.2307654624025027,0.921,0.34770770965218545,0.8854,0.00015772644703565555
38,0.22466781407329772,0.9221555555555555,0.33994310592412946,0.8832,0.00013551568628929425
39,0.2214830356836319,0.9237555555555556,0.33753054074048994,0.8908,0.00011474337861210535
40,0.21526445841789246,0.9272444444444444,0.3354343692481518,0.8898,9.549150281252626e-05
41,0.21029667165039315,0.9285333333333333,0.338389669328928,0.8912,7.783603724899252e-05
42,0.20467586689194042,0.9281777777777778,0.33924129251241686,0.8914,6.184665997806817e-05
43,0.20045568213727738,0.9318222222222222,0.33805415207743644,0.8918,4.7586473766990294e-05
44,0.19751972053845723,0.9316666666666666,0.3427106704443693,0.8902,3.5111757055874305e-05
45,0.19573291369809045,0.9340888888888889,0.3353548609137535,0.891,2.4471741852423218e-05
46,0.19495488981935713,0.9328,0.33334956199228766,0.8898,1.5708419435684507e-05
47,0.1866165925608741,0.9366888888888889,0.33437150411307814,0.891,8.856374635655634e-06
48,0.18940819990899826,0.9338,0.3373818104326725,0.891,3.942649342761115e-06
49,0.18979060723516678,0.9330888888888889,0.332852468085289,0.891,9.866357858642198e-07
50,0.18968886587354872,0.9340444444444445,0.3332650239706039,0.8898,0.0
