epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.418986138174269,0.4779333333333333,1.0940564171791076,0.6032,0.0009990133642141358
2,0.9976842023001776,0.6441111111111111,0.8385910447120667,0.6958,0.000996057350657239
3,0.8501581185234918,0.7011111111111111,0.7249333763122559,0.7432,0.0009911436253643444
4,0.7574888970798916,0.7333111111111111,0.7075073047518731,0.7448,0.0009842915805643156
5,0.6997623763826158,0.7565555555555555,0.6874736630439758,0.7602,0.0009755282581475769
6,0.6489843139648438,0.7731777777777777,0.6602542110443115,0.7654,0.0009648882429441258
7,0.614968486213684,0.7875777777777778,0.5820974489688874,0.7954,0.0009524135262330099
8,0.5803704538080428,0.8008888888888889,0.5599068742573261,0.8088,0.0009381533400219318
9,0.5552242410871717,0.8100222222222222,0.5300636234045029,0.8146,0.0009221639627510075
10,0.5303322829193539,0.8160888888888889,0.5100222250342369,0.8266,0.0009045084971874736
11,0.5077875785244835,0.8237333333333333,0.47841932817697524,0.835,0.0008852566213878945
12,0.4805017161236869,0.8365777777777778,0.4777028324127197,0.8324,0.0008644843137107056
13,0.46608703882429336,0.8394888888888888,0.4554097965955734,0.8422,0.0008422735529643443
14,0.4441242296748691,0.8468888888888889,0.5507498418301344,0.8218,0.0008187119948743448
15,0.4379172912120819,0.8515111111111111,0.456655355322361,0.847,0.0007938926261462366
16,0.41947011106279164,0.8561111111111112,0.4152810400366783,0.8584,0.0007679133974894982
17,0.4039193951182895,0.8598888888888889,0.4306002088546753,0.8538,0.0007408768370508576
18,0.395845564365387,0.8622444444444445,0.43105454332828524,0.8542,0.0007128896457825362
19,0.3796237872282664,0.8659555555555556,0.4183558845281601,0.853,0.0006840622763423389
20,0.36666185806062485,0.8721555555555556,0.4163557595252991,0.8544,0.0006545084971874735
21,0.35530293604532875,0.8763777777777778,0.4159791844010353,0.858,0.0006243449435824271
22,0.3406637076828215,0.8806444444444445,0.41259482371211054,0.8616,0.0005936906572928622
23,0.33110865484873453,0.8857555555555555,0.40204342469573023,0.8646,0.000562666616782152
24,0.3201653542439143,0.8887111111111111,0.3949047805547714,0.8668,0.0005313952597646566
25,0.31213289641274344,0.891,0.40111170614361763,0.8612,0.0004999999999999998
26,0.3023667177663909,0.8942666666666667,0.37474913746714594,0.8694,0.00046860474023534314
27,0.29165819612079197,0.8976,0.37294987730681894,0.8744,0.00043733338321784774
28,0.2817904062800937,0.9017777777777778,0.363257089304924,0.8728,0.00040630934270713756
29,0.27596673436694674,0.9031555555555556,0.36376349794864654,0.8782,0.00037565505641757246
30,0.2682600549909804,0.9075333333333333,0.3563752728521824,0.8802,0.00034549150281252633
31,0.2582497454537286,0.9104444444444444,0.35741102061867713,0.8786,0.00031593772365766105
32,0.2467724315272437,0.9140444444444444,0.3553679967224598,0.8808,0.00028711035421746355
33,0.244325435839759,0.9155333333333333,0.3746249505639076,0.8792,0.0002591231629491422
34,0.23457820819748773,0.9168444444444445,0.35013499781787394,0.8842,0.00023208660251050145
35,0.22588373601701525,0.9205777777777778,0.3653891701221466,0.8834,0.00020610737385376337
36,0.22253359347449408,0.9209555555555555,0.3586561413794756,0.883,0.00018128800512565502
37,0.21228440942499371,0.9264222222222223,0.35356326459646226,0.88,0.00015772644703565555
38,0.21151875089274513,0.9253555555555556,0.35119942527413367,0.8848,0.00013551568628929425
39,0.20829376929269897,0.9269111111111111,0.3541821868896484,0.8856,0.00011474337861210535
40,0.20433905092875163,0.9286888888888889,0.35542725342065096,0.8856,9.549150281252626e-05
41,0.1958210419535637,0.9313333333333333,0.35177052808105946,0.8842,7.783603724899252e-05
42,0.1937232909941839,0.9317333333333333,0.350581887871027,0.8878,6.184665997806817e-05
43,0.19148149247699314,0.932,0.35287895633876326,0.8864,4.7586473766990294e-05
44,0.18610761824978722,0.9347111111111112,0.35601364232599736,0.8848,3.5111757055874305e-05
45,0.1843102560599645,0.9365555555555556,0.354505764105916,0.8872,2.4471741852423218e-05
46,0.17987964656220543,0.9367333333333333,0.3529885603547096,0.8866,1.5708419435684507e-05
47,0.17947536889712015,0.9377111111111112,0.3529727026820183,0.8858,8.856374635655634e-06
48,0.1767364736451043,0.9387333333333333,0.35325032984167337,0.8862,3.942649342761115e-06
49,0.17916394997702703,0.9362666666666667,0.35086984886825084,0.8854,9.866357858642198e-07
50,0.17851769840982226,0.9375333333333333,0.3502236056804657,0.8862,0.0
