epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.5852654565387303,0.41426666666666667,1.2084842845916748,0.5596,0.0009972609476841367
2,1.205546227561103,0.5648444444444445,1.0787978017807007,0.612,0.0009890738003669028
3,1.0516068982018365,0.6279555555555556,0.9054342062950135,0.6756,0.0009755282581475768
4,0.9446145963668823,0.6703111111111111,0.8691092020988465,0.687,0.0009567727288213003
5,0.8861630633778043,0.6894666666666667,0.8756147179603576,0.6956,0.0009330127018922195
6,0.8314361819585164,0.7118444444444444,0.7201773833751679,0.744,0.0009045084971874739
7,0.7806360279613072,0.7283777777777778,0.771564154958725,0.728,0.0008715724127386972
8,0.7487580566618177,0.7426666666666667,0.6745763049960136,0.766,0.0008345653031794292
9,0.7163875522507561,0.7550888888888889,0.6544824497699737,0.7754,0.0007938926261462366
10,0.6871679235882229,0.7662666666666667,0.6274616504192352,0.7824,0.00075
11,0.6626745914141338,0.7760888888888889,0.5314494750499725,0.8186,0.0007033683215379003
12,0.6320485874176025,0.7865555555555556,0.5326046155810357,0.8172,0.0006545084971874739
13,0.6119614434878031,0.7927333333333333,0.5387662229061126,0.8188,0.0006039558454088797
14,0.5861244673305087,0.8022666666666667,0.5365219249248505,0.819,0.0005522642316338269
15,0.5655076212194231,0.8082666666666667,0.5269017759919167,0.822,0.0005000000000000002
16,0.5465685719648997,0.8183111111111111,0.48673049347400665,0.8338,0.0004477357683661734
17,0.5220930059115092,0.8255777777777777,0.5067120383739472,0.8272,0.00039604415459112036
18,0.5050444557401869,0.8294666666666667,0.45696628957390784,0.8448,0.0003454915028125264
19,0.4874775107383728,0.8352444444444445,0.4349903652906418,0.8524,0.0002966316784621
20,0.46981915446387396,0.8423111111111111,0.43379546744823455,0.8546,0.00025000000000000017
21,0.4665386675092909,0.8423777777777778,0.42671807245016097,0.8528,0.00020610737385376354
22,0.44682233594258625,0.8491333333333333,0.4189995039582253,0.8586,0.00016543469682057108
23,0.43978572045432196,0.8522444444444445,0.418352526307106,0.8582,0.00012842758726130298
24,0.42414534085061817,0.8580666666666666,0.4183989012897015,0.8572,9.549150281252637e-05
25,0.42349149669541253,0.8569555555555556,0.41079358820915224,0.8592,6.698729810778068e-05
26,0.4117697224987878,0.8609555555555556,0.40544587418437006,0.864,4.322727117869953e-05
27,0.4003259058528476,0.8652,0.4007582874953747,0.866,2.447174185242324e-05
28,0.39943243361579045,0.8667111111111111,0.39914080372452737,0.864,1.092619963309716e-05
29,0.3950687181578742,0.8654444444444445,0.3998799807488918,0.8656,2.7390523158633003e-06
30,0.39502437431547377,0.8682888888888889,0.40103355090022086,0.866,0.0
