epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.5890098420672947,0.4125111111111111,1.2836625228881835,0.529,0.0009990133642141358
2,1.217446546427409,0.5602888888888888,1.1981189569473267,0.5806,0.000996057350657239
3,1.0593609182781643,0.6258444444444444,0.9840334435462952,0.6528,0.0009911436253643444
4,0.9489183941205342,0.6674888888888889,0.9130953795433044,0.688,0.0009842915805643156
5,0.8895260985056559,0.6892222222222222,0.8168302458286285,0.7086,0.0009755282581475769
6,0.8339450627221001,0.7102666666666667,0.7639089960575104,0.7216,0.0009648882429441258
7,0.7838459134313795,0.7296888888888889,0.7319041284561157,0.7468,0.0009524135262330099
8,0.7577453293376498,0.7413111111111111,0.7500510682344437,0.7432,0.0009381533400219318
9,0.7197691201951769,0.7542,0.6226757716655731,0.7786,0.0009221639627510075
10,0.6949951429155138,0.7645111111111111,0.6240406970024109,0.7832,0.0009045084971874736
11,0.6738480921003553,0.7722,0.5569218027353287,0.802,0.0008852566213878945
12,0.6397816159142389,0.7851555555555556,0.5846247694253921,0.8002,0.0008644843137107056
13,0.6250928378211127,0.7904888888888889,0.5189389291286468,0.8248,0.0008422735529643443
14,0.5963708616786533,0.7999333333333334,0.5848535802006721,0.7966,0.0008187119948743448
15,0.581506359910965,0.8021777777777778,0.529020051009953,0.821,0.0007938926261462366
16,0.5636735287348429,0.8104666666666667,0.5206503127098083,0.8194,0.0007679133974894982
17,0.5436780840131972,0.8170666666666667,0.5123523412704468,0.8204,0.0007408768370508576
18,0.5292173737949796,0.8215777777777777,0.47390698903799056,0.8358,0.0007128896457825362
19,0.5114835624482896,0.8285777777777777,0.5064512424945832,0.827,0.0006840622763423389
20,0.49585782017178004,0.8345555555555556,0.4578479127049446,0.841,0.0006545084971874735
21,0.4877193596839905,0.8391777777777778,0.47638111073970796,0.8404,0.0006243449435824271
22,0.4733290247069465,0.8417111111111111,0.44819701314270494,0.85,0.0005936906572928622
23,0.45974010491900974,0.8461777777777778,0.46315648809075355,0.8426,0.000562666616782152
24,0.4441784420119392,0.8517555555555556,0.44170765650868415,0.8498,0.0005313952597646566
25,0.43434941332075333,0.8557111111111111,0.502989737278223,0.8344,0.0004999999999999998
26,0.4214492708630032,0.8588666666666667,0.4165114294290543,0.8534,0.00046860474023534314
27,0.4100394327375624,0.8627333333333334,0.3999463126718998,0.8592,0.00043733338321784774
28,0.39975733423233034,0.8652,0.40574737992584703,0.8588,0.00040630934270713756
29,0.39152082947625055,0.8689777777777777,0.40568371000289916,0.8582,0.00037565505641757246
30,0.380239459906684,0.8726666666666667,0.4140885054796934,0.8548,0.00034549150281252633
31,0.36950075284639994,0.8763111111111112,0.4050350138425827,0.8638,0.00031593772365766105
32,0.36265816178851656,0.8772222222222222,0.38109033579230306,0.8692,0.00028711035421746355
33,0.3530921210553911,0.8814888888888889,0.3872430869162083,0.8644,0.0002591231629491422
34,0.34138149824672276,0.8853333333333333,0.39590996864289046,0.8704,0.00023208660251050145
35,0.335778758764267,0.887,0.38816349215507506,0.8688,0.00020610737385376337
36,0.32791788896454704,0.8892222222222222,0.3821067268669605,0.873,0.00018128800512565502
37,0.31920507130093045,0.8915777777777778,0.3864736617445946,0.8672,0.00015772644703565555
38,0.3096682757033242,0.8956444444444445,0.3752748704403639,0.8706,0.00013551568628929425
39,0.31224873350991145,0.8935777777777778,0.3694099027335644,0.8744,0.00011474337861210535
40,0.301424730459849,0.8972222222222223,0.3668712239652872,0.8774,9.549150281252626e-05
41,0.2938451802465651,0.9015111111111112,0.37073548543155194,0.8778,7.783603724899252e-05
42,0.2886580736822552,0.9012444444444444,0.364213433162868,0.877,6.184665997806817e-05
43,0.2881027637269762,0.9013333333333333,0.36381587067246435,0.8766,4.7586473766990294e-05
44,0.28397173743777804,0.9040222222222222,0.3601636790990829,0.8786,3.5111757055874305e-05
45,0.283333234278361,0.9037111111111111,0.3625135679125786,0.8772,2.4471741852423218e-05
46,0.27769775694741144,0.9059777777777778,0.359988584575057,0.8798,1.5708419435684507e-05
47,0.27745988466474747,0.9060666666666667,0.36104629926085474,0.8782,8.856374635655634e-06
48,0.27312233712938094,0.9063333333333333,0.3596828475475311,0.8782,3.942649342761115e-06
49,0.27572810237672596,0.9055333333333333,0.3608684103220701,0.8782,9.866357858642198e-07
50,0.2763672318140666,0.9059555555555555,0.36110412350147963,0.8772,0.0
